Zeitstempel	kWh
21.01.2020 22:00	1881024.168
21.01.2020 22:15	1891504.735
21.01.2020 22:30	1881105.916
21.01.2020 22:45	1883178.11
21.01.2020 23:00	1846433.435
21.01.2020 23:15	1853633.255
21.01.2020 23:30	1820320.652
21.01.2020 23:45	1802251.772
22.01.2020 00:00	1766887.958
22.01.2020 00:15	1782894.08
22.01.2020 00:30	1771114.414
22.01.2020 00:45	1741512.056
22.01.2020 01:00	1715615.008
22.01.2020 01:15	1740544.166
22.01.2020 01:30	1735593.947
22.01.2020 01:45	1720213.807
22.01.2020 02:00	1701461.897
22.01.2020 02:15	1728455.666
22.01.2020 02:30	1710229.86
22.01.2020 02:45	1700224.647
22.01.2020 03:00	1677516.633
22.01.2020 03:15	1705579.567
22.01.2020 03:30	1682680.166
22.01.2020 03:45	1672467.559
22.01.2020 04:00	1647018.093
22.01.2020 04:15	1656558.58
22.01.2020 04:30	1643605.442
22.01.2020 04:45	1627154.156
22.01.2020 05:00	1643750.947
22.01.2020 05:15	1699578.603
22.01.2020 05:30	1726625.725
22.01.2020 05:45	1766821.147
22.01.2020 06:00	1814668.382
22.01.2020 06:15	1880650.42
22.01.2020 06:30	1939628.499
22.01.2020 06:45	2006524.246
22.01.2020 07:00	2059196.954
22.01.2020 07:15	2098247.359
22.01.2020 07:30	2166511.068
22.01.2020 07:45	2222247.061
22.01.2020 08:00	2260501.135
22.01.2020 08:15	2262667.772
22.01.2020 08:30	2274441.416
22.01.2020 08:45	2285530.211
22.01.2020 09:00	2280383.166
22.01.2020 09:15	2267927.612
22.01.2020 09:30	2283483.01
22.01.2020 09:45	2291085.409
22.01.2020 10:00	2291306.177
22.01.2020 10:15	2279198.066
22.01.2020 10:30	2284731.131
22.01.2020 10:45	2276276.78
22.01.2020 11:00	2266092.223
22.01.2020 11:15	2238945.817
22.01.2020 11:30	2248841.427
22.01.2020 11:45	2266557.619
22.01.2020 12:00	2253873.69
22.01.2020 12:15	2219958.829
22.01.2020 12:30	2180511.877
22.01.2020 12:45	2149432.12
22.01.2020 13:00	2147381.01
22.01.2020 13:15	2159413.4
22.01.2020 13:30	2165963.654
22.01.2020 13:45	2148063.166
22.01.2020 14:00	2138795.666
22.01.2020 14:15	2139519.938
22.01.2020 14:30	2127704.058
22.01.2020 14:45	2104304.329
22.01.2020 15:00	2103969.636
22.01.2020 15:15	2097438.014
22.01.2020 15:30	2088564.542
22.01.2020 15:45	2087694.176
22.01.2020 16:00	2087263.995
22.01.2020 16:15	2088735.226
22.01.2020 16:30	2110438.359
22.01.2020 16:45	2120993.674
22.01.2020 17:00	2141692.779
22.01.2020 17:15	2154620.86
22.01.2020 17:30	2177598.657
22.01.2020 17:45	2208606.874
22.01.2020 18:00	2232144.591
22.01.2020 18:15	2238576.023
22.01.2020 18:30	2227783.099
22.01.2020 18:45	2219051.286
22.01.2020 19:00	2211831.108
22.01.2020 19:15	2185339.975
22.01.2020 19:30	2145509.828
22.01.2020 19:45	2124943.088
22.01.2020 20:00	2092200.463
22.01.2020 20:15	2066370.426
22.01.2020 20:30	2051303.602
22.01.2020 20:45	2009111.091
22.01.2020 21:00	1974126.617
22.01.2020 21:15	1952856.201
22.01.2020 21:30	1931828.691
22.01.2020 21:45	1906532.579
22.01.2020 22:00	1864092.011
22.01.2020 22:15	1881604.137
22.01.2020 22:30	1892845.689
22.01.2020 22:45	1875315.008
22.01.2020 23:00	1827569.915
22.01.2020 23:15	1835002.373
22.01.2020 23:30	1815509.827
22.01.2020 23:45	1785549.969
23.01.2020 00:00	1745637.639
23.01.2020 00:15	1771483.825
23.01.2020 00:30	1748335.621
23.01.2020 00:45	1740002.71
23.01.2020 01:00	1715254.651
23.01.2020 01:15	1748764.051
23.01.2020 01:30	1731322.11
23.01.2020 01:45	1727061.037
23.01.2020 02:00	1701623.09
23.01.2020 02:15	1733468.699
23.01.2020 02:30	1703626.348
23.01.2020 02:45	1705669.41
23.01.2020 03:00	1695607.458
23.01.2020 03:15	1693315.047
23.01.2020 03:30	1697237.851
23.01.2020 03:45	1665866.001
23.01.2020 04:00	1651098.61
23.01.2020 04:15	1655219.74
23.01.2020 04:30	1651499.818
23.01.2020 04:45	1642613.547
23.01.2020 05:00	1643213.108
23.01.2020 05:15	1702998.901
23.01.2020 05:30	1730275.469
23.01.2020 05:45	1757509.277
23.01.2020 06:00	1817413.868
23.01.2020 06:15	1867886.656
23.01.2020 06:30	1935129.294
23.01.2020 06:45	2001590.115
23.01.2020 07:00	2058230.709
23.01.2020 07:15	2104398.845
23.01.2020 07:30	2158257.028
23.01.2020 07:45	2228974.554
23.01.2020 08:00	2266400.349
23.01.2020 08:15	2268454.695
23.01.2020 08:30	2298326.533
23.01.2020 08:45	2302875.048
23.01.2020 09:00	2311383.436
23.01.2020 09:15	2312456.697
23.01.2020 09:30	2311899.937
23.01.2020 09:45	2325070.118
23.01.2020 10:00	2331995.348
23.01.2020 10:15	2327986.307
23.01.2020 10:30	2336225.66
23.01.2020 10:45	2322253.364
23.01.2020 11:00	2322941.326
23.01.2020 11:15	2290494.124
23.01.2020 11:30	2308420.052
23.01.2020 11:45	2312943.302
23.01.2020 12:00	2324495.886
23.01.2020 12:15	2283841.125
23.01.2020 12:30	2237629.69
23.01.2020 12:45	2226779.057
23.01.2020 13:00	2223253.359
23.01.2020 13:15	2253411.199
23.01.2020 13:30	2250234.976
23.01.2020 13:45	2244746.204
23.01.2020 14:00	2239189.79
23.01.2020 14:15	2229807.592
23.01.2020 14:30	2203645.77
23.01.2020 14:45	2217630.191
23.01.2020 15:00	2192382.939
23.01.2020 15:15	2191401.591
23.01.2020 15:30	2179467.128
23.01.2020 15:45	2189179.797
23.01.2020 16:00	2191808.109
23.01.2020 16:15	2188270.745
23.01.2020 16:30	2183971.177
23.01.2020 16:45	2186672.901
23.01.2020 17:00	2193346.421
23.01.2020 17:15	2184895.642
23.01.2020 17:30	2217818.633
23.01.2020 17:45	2239395.705
23.01.2020 18:00	2249396.281
23.01.2020 18:15	2237569.404
23.01.2020 18:30	2247545.445
23.01.2020 18:45	2224515.383
23.01.2020 19:00	2208354.754
23.01.2020 19:15	2188187.536
23.01.2020 19:30	2163988.669
23.01.2020 19:45	2139569.179
23.01.2020 20:00	2098443.113
23.01.2020 20:15	2090418.341
23.01.2020 20:30	2065006.396
23.01.2020 20:45	2027526.665
23.01.2020 21:00	1995248.846
23.01.2020 21:15	1980871.273
23.01.2020 21:30	1940931.762
23.01.2020 21:45	1905690.067
23.01.2020 22:00	1880644.424
23.01.2020 22:15	1895939.092
23.01.2020 22:30	1899380.965
23.01.2020 22:45	1880535.011
23.01.2020 23:00	1855262.723
23.01.2020 23:15	1864601.52
23.01.2020 23:30	1821381.232
23.01.2020 23:45	1801045.631
24.01.2020 00:00	1770183.922
24.01.2020 00:15	1787609.746
24.01.2020 00:30	1776643.55
24.01.2020 00:45	1760699.785
24.01.2020 01:00	1742001.18
24.01.2020 01:15	1759084.83
24.01.2020 01:30	1753267.291
24.01.2020 01:45	1742465.541
24.01.2020 02:00	1700685.284
24.01.2020 02:15	1733765.479
24.01.2020 02:30	1704432.791
24.01.2020 02:45	1692624.412
24.01.2020 03:00	1677109.262
24.01.2020 03:15	1709012.242
24.01.2020 03:30	1700275.339
24.01.2020 03:45	1683087.651
24.01.2020 04:00	1667589.88
24.01.2020 04:15	1664762.794
24.01.2020 04:30	1661292.145
24.01.2020 04:45	1651556.976
24.01.2020 05:00	1647752.123
24.01.2020 05:15	1703107.718
24.01.2020 05:30	1739367.139
24.01.2020 05:45	1770794.984
24.01.2020 06:00	1799544.135
24.01.2020 06:15	1864367.969
24.01.2020 06:30	1926833.314
24.01.2020 06:45	1991949.486
24.01.2020 07:00	2041515.486
24.01.2020 07:15	2084764.872
24.01.2020 07:30	2148403.834
24.01.2020 07:45	2197083.939
24.01.2020 08:00	2245730.761
24.01.2020 08:15	2266501.634
24.01.2020 08:30	2280908.274
24.01.2020 08:45	2273820.304
24.01.2020 09:00	2297562.909
24.01.2020 09:15	2272033.503
24.01.2020 09:30	2275433.62
24.01.2020 09:45	2286235.04
24.01.2020 10:00	2290891.348
24.01.2020 10:15	2281667.237
24.01.2020 10:30	2281679.254
24.01.2020 10:45	2257397.287
24.01.2020 11:00	2273350.977
24.01.2020 11:15	2223590.747
24.01.2020 11:30	2241701.119
24.01.2020 11:45	2260497.44
24.01.2020 12:00	2243842.904
24.01.2020 12:15	2210979.271
24.01.2020 12:30	2167468.279
24.01.2020 12:45	2148049
24.01.2020 13:00	2133291.77
24.01.2020 13:15	2140633.54
24.01.2020 13:30	2141143.969
24.01.2020 13:45	2135850.943
24.01.2020 14:00	2118509.457
24.01.2020 14:15	2089999.333
24.01.2020 14:30	2091710.215
24.01.2020 14:45	2074956.736
24.01.2020 15:00	2049218.958
24.01.2020 15:15	2055113.184
24.01.2020 15:30	2047750.398
24.01.2020 15:45	2046409.279
24.01.2020 16:00	2034174.722
24.01.2020 16:15	2036382.516
24.01.2020 16:30	2035998.758
24.01.2020 16:45	2038626.143
24.01.2020 17:00	2066931.379
24.01.2020 17:15	2090466.327
24.01.2020 17:30	2108744.502
24.01.2020 17:45	2165146.565
24.01.2020 18:00	2185043.54
24.01.2020 18:15	2164717.555
24.01.2020 18:30	2161543.735
24.01.2020 18:45	2143410.563
24.01.2020 19:00	2144930.711
24.01.2020 19:15	2119645.122
24.01.2020 19:30	2086856.974
24.01.2020 19:45	2066345.705
24.01.2020 20:00	2030842.037
24.01.2020 20:15	2015875.889
24.01.2020 20:30	1988857.417
24.01.2020 20:45	1949558.447
24.01.2020 21:00	1914112.481
24.01.2020 21:15	1908474.244
24.01.2020 21:30	1873175.11
24.01.2020 21:45	1844421.526
24.01.2020 22:00	1815234.274
24.01.2020 22:15	1840497.836
24.01.2020 22:30	1826189.427
24.01.2020 22:45	1837365.749
24.01.2020 23:00	1802275.919
24.01.2020 23:15	1801973.894
24.01.2020 23:30	1784997.591
24.01.2020 23:45	1774485.938
25.01.2020 00:00	1753432.486
25.01.2020 00:15	1760563.87
25.01.2020 00:30	1756504.254
25.01.2020 00:45	1736539.141
25.01.2020 01:00	1700352.722
25.01.2020 01:15	1729551.642
25.01.2020 01:30	1711853.285
25.01.2020 01:45	1688353.617
25.01.2020 02:00	1679479.625
25.01.2020 02:15	1697680.828
25.01.2020 02:30	1660185.08
25.01.2020 02:45	1669092.771
25.01.2020 03:00	1645765.184
25.01.2020 03:15	1652174.984
25.01.2020 03:30	1631388.781
25.01.2020 03:45	1621253.263
25.01.2020 04:00	1593496.493
25.01.2020 04:15	1586651.296
25.01.2020 04:30	1570345.707
25.01.2020 04:45	1561376.774
25.01.2020 05:00	1551607.96
25.01.2020 05:15	1568587.716
25.01.2020 05:30	1558570.805
25.01.2020 05:45	1578670.256
25.01.2020 06:00	1582128.447
25.01.2020 06:15	1571457.651
25.01.2020 06:30	1596644.95
25.01.2020 06:45	1613130.547
25.01.2020 07:00	1619072.965
25.01.2020 07:15	1608495.652
25.01.2020 07:30	1626962.269
25.01.2020 07:45	1662534.957
25.01.2020 08:00	1687554.693
25.01.2020 08:15	1714905.474
25.01.2020 08:30	1741546.899
25.01.2020 08:45	1766756.316
25.01.2020 09:00	1783966.06
25.01.2020 09:15	1816094.986
25.01.2020 09:30	1838103.475
25.01.2020 09:45	1840646.259
25.01.2020 10:00	1847384.506
25.01.2020 10:15	1854574.482
25.01.2020 10:30	1850284.923
25.01.2020 10:45	1842538.144
25.01.2020 11:00	1843726.182
25.01.2020 11:15	1828251.934
25.01.2020 11:30	1824549.632
25.01.2020 11:45	1819116.115
25.01.2020 12:00	1816599.737
25.01.2020 12:15	1832108.279
25.01.2020 12:30	1823174.353
25.01.2020 12:45	1816571.479
25.01.2020 13:00	1810233.616
25.01.2020 13:15	1809084.197
25.01.2020 13:30	1777844.398
25.01.2020 13:45	1788023.565
25.01.2020 14:00	1762899.388
25.01.2020 14:15	1754266.577
25.01.2020 14:30	1738241.36
25.01.2020 14:45	1740568.181
25.01.2020 15:00	1722231.426
25.01.2020 15:15	1722980.457
25.01.2020 15:30	1714179.529
25.01.2020 15:45	1719268.39
25.01.2020 16:00	1714971.179
25.01.2020 16:15	1728005.48
25.01.2020 16:30	1741393.293
25.01.2020 16:45	1750511.905
25.01.2020 17:00	1777680.556
25.01.2020 17:15	1804867.255
25.01.2020 17:30	1840231.214
25.01.2020 17:45	1896951.401
25.01.2020 18:00	1942370.907
25.01.2020 18:15	1953926.372
25.01.2020 18:30	1937703.211
25.01.2020 18:45	1939788.587
25.01.2020 19:00	1927184.647
25.01.2020 19:15	1892251.48
25.01.2020 19:30	1877430.623
25.01.2020 19:45	1855498.894
25.01.2020 20:00	1826528.659
25.01.2020 20:15	1828091.032
25.01.2020 20:30	1794315.173
25.01.2020 20:45	1760918.888
25.01.2020 21:00	1750595.687
25.01.2020 21:15	1725778.616
25.01.2020 21:30	1716033.323
25.01.2020 21:45	1689822.391
25.01.2020 22:00	1659699.512
25.01.2020 22:15	1699154.649
25.01.2020 22:30	1689010.086
25.01.2020 22:45	1689803.684
25.01.2020 23:00	1667196.63
25.01.2020 23:15	1676107.428
25.01.2020 23:30	1664839.977
25.01.2020 23:45	1641073.976
26.01.2020 00:00	1630887.238
26.01.2020 00:15	1664445.899
26.01.2020 00:30	1642758.235
26.01.2020 00:45	1623360.985
26.01.2020 01:00	1596356.26
26.01.2020 01:15	1612896.719
26.01.2020 01:30	1595795.688
26.01.2020 01:45	1573475.109
26.01.2020 02:00	1563981.576
26.01.2020 02:15	1590414.095
26.01.2020 02:30	1555578.28
26.01.2020 02:45	1546420.247
26.01.2020 03:00	1526952.838
26.01.2020 03:15	1546306.037
26.01.2020 03:30	1538086.039
26.01.2020 03:45	1534851.97
26.01.2020 04:00	1518492.93
26.01.2020 04:15	1511172.45
26.01.2020 04:30	1500736.244
26.01.2020 04:45	1491777.87
26.01.2020 05:00	1481581.06
26.01.2020 05:15	1479440.742
26.01.2020 05:30	1479460.01
26.01.2020 05:45	1488767.92
26.01.2020 06:00	1473502.425
26.01.2020 06:15	1463089.193
26.01.2020 06:30	1469744.589
26.01.2020 06:45	1458418.51
26.01.2020 07:00	1455773.572
26.01.2020 07:15	1437079.467
26.01.2020 07:30	1448228.593
26.01.2020 07:45	1460353.948
26.01.2020 08:00	1497061.504
26.01.2020 08:15	1515690.791
26.01.2020 08:30	1526077.596
26.01.2020 08:45	1552441.602
26.01.2020 09:00	1570895.243
26.01.2020 09:15	1611430.675
26.01.2020 09:30	1635493.885
26.01.2020 09:45	1632582.14
26.01.2020 10:00	1654880.806
26.01.2020 10:15	1661217.975
26.01.2020 10:30	1665111.968
26.01.2020 10:45	1658090.721
26.01.2020 11:00	1654782.261
26.01.2020 11:15	1649341.368
26.01.2020 11:30	1656714.049
26.01.2020 11:45	1668951.251
26.01.2020 12:00	1674725.671
26.01.2020 12:15	1692835.084
26.01.2020 12:30	1692513.066
26.01.2020 12:45	1689341.967
26.01.2020 13:00	1676843.631
26.01.2020 13:15	1667843.358
26.01.2020 13:30	1637580.142
26.01.2020 13:45	1627968.686
26.01.2020 14:00	1610387.299
26.01.2020 14:15	1590720.366
26.01.2020 14:30	1577064.153
26.01.2020 14:45	1579462.911
26.01.2020 15:00	1571611.47
26.01.2020 15:15	1569194.213
26.01.2020 15:30	1573469.794
26.01.2020 15:45	1582784.479
26.01.2020 16:00	1579673.184
26.01.2020 16:15	1596134.948
26.01.2020 16:30	1623395.657
26.01.2020 16:45	1639902.592
26.01.2020 17:00	1669082.16
26.01.2020 17:15	1714598.115
26.01.2020 17:30	1757425.298
26.01.2020 17:45	1802966.672
26.01.2020 18:00	1844685.498
26.01.2020 18:15	1879026.916
26.01.2020 18:30	1880632.119
26.01.2020 18:45	1856047.845
26.01.2020 19:00	1856299.69
26.01.2020 19:15	1848473.655
26.01.2020 19:30	1819742.382
26.01.2020 19:45	1790488.183
26.01.2020 20:00	1770654.722
26.01.2020 20:15	1770642.006
26.01.2020 20:30	1744436.861
26.01.2020 20:45	1713865.423
26.01.2020 21:00	1696502.057
26.01.2020 21:15	1686283.283
26.01.2020 21:30	1662914.728
26.01.2020 21:45	1648979.357
26.01.2020 22:00	1607818.83
26.01.2020 22:15	1637448.606
26.01.2020 22:30	1633051.103
26.01.2020 22:45	1624005.23
26.01.2020 23:00	1598630.413
26.01.2020 23:15	1600541.013
26.01.2020 23:30	1574156.844
26.01.2020 23:45	1550077.285
27.01.2020 00:00	1518070.3
27.01.2020 00:15	1540106.444
27.01.2020 00:30	1543343.607
27.01.2020 00:45	1519835.979
27.01.2020 01:00	1508244.631
27.01.2020 01:15	1531663.551
27.01.2020 01:30	1511704.881
27.01.2020 01:45	1492895.504
27.01.2020 02:00	1497036.692
27.01.2020 02:15	1512235.59
27.01.2020 02:30	1497853.405
27.01.2020 02:45	1509048.873
27.01.2020 03:00	1499675.129
27.01.2020 03:15	1511957.04
27.01.2020 03:30	1505032.043
27.01.2020 03:45	1501232.4
27.01.2020 04:00	1494476.285
27.01.2020 04:15	1507828.428
27.01.2020 04:30	1505626.573
27.01.2020 04:45	1505011.332
27.01.2020 05:00	1504299.592
27.01.2020 05:15	1556520.009
27.01.2020 05:30	1599051.093
27.01.2020 05:45	1621691.855
27.01.2020 06:00	1670389.536
27.01.2020 06:15	1756716.412
27.01.2020 06:30	1822982.204
27.01.2020 06:45	1883272.378
27.01.2020 07:00	1930736.736
27.01.2020 07:15	1984816.105
27.01.2020 07:30	2052654.629
27.01.2020 07:45	2105135.633
27.01.2020 08:00	2136688.251
27.01.2020 08:15	2160439.368
27.01.2020 08:30	2169065.996
27.01.2020 08:45	2176476.325
27.01.2020 09:00	2177831.78
27.01.2020 09:15	2161395.598
27.01.2020 09:30	2160886.023
27.01.2020 09:45	2155977.917
27.01.2020 10:00	2159411.628
27.01.2020 10:15	2162924.091
27.01.2020 10:30	2149580.033
27.01.2020 10:45	2138484.248
27.01.2020 11:00	2141518.643
27.01.2020 11:15	2108816.937
27.01.2020 11:30	2121213.832
27.01.2020 11:45	2146339.54
27.01.2020 12:00	2130771.386
27.01.2020 12:15	2090352.981
27.01.2020 12:30	2037908.159
27.01.2020 12:45	2017868.925
27.01.2020 13:00	2014862.688
27.01.2020 13:15	2037370.949
27.01.2020 13:30	2042401.905
27.01.2020 13:45	2067831.11
27.01.2020 14:00	2061951.168
27.01.2020 14:15	2047983.306
27.01.2020 14:30	2040096.636
27.01.2020 14:45	2028575.864
27.01.2020 15:00	2036133.556
27.01.2020 15:15	2038551.11
27.01.2020 15:30	2028796.114
27.01.2020 15:45	2017085.157
27.01.2020 16:00	2033901.342
27.01.2020 16:15	2046905.697
27.01.2020 16:30	2048506.542
27.01.2020 16:45	2042655.94
27.01.2020 17:00	2052210.063
27.01.2020 17:15	2043837.627
27.01.2020 17:30	2074180.076
27.01.2020 17:45	2096277.454
27.01.2020 18:00	2121725.891
27.01.2020 18:15	2121994.974
27.01.2020 18:30	2125764.779
27.01.2020 18:45	2093255.622
27.01.2020 19:00	2092080.748
27.01.2020 19:15	2062997.974
27.01.2020 19:30	2025969.143
27.01.2020 19:45	1980976.498
27.01.2020 20:00	1952893.765
27.01.2020 20:15	1942787.988
27.01.2020 20:30	1910863.503
27.01.2020 20:45	1864932.051
27.01.2020 21:00	1830411.307
27.01.2020 21:15	1823111.272
27.01.2020 21:30	1779316.269
27.01.2020 21:45	1768385.761
27.01.2020 22:00	1724002.577
27.01.2020 22:15	1751224.891
27.01.2020 22:30	1736643.807
27.01.2020 22:45	1725123.055
27.01.2020 23:00	1682550.737
27.01.2020 23:15	1677274.629
27.01.2020 23:30	1643840.993
27.01.2020 23:45	1610636.915
28.01.2020 00:00	1602025.412
28.01.2020 00:15	1625493.857
28.01.2020 00:30	1588950.926
28.01.2020 00:45	1571757.956
28.01.2020 01:00	1554711.058
28.01.2020 01:15	1581070.754
28.01.2020 01:30	1558854.511
28.01.2020 01:45	1549833.812
28.01.2020 02:00	1534223.477
28.01.2020 02:15	1566369.791
28.01.2020 02:30	1535718.791
28.01.2020 02:45	1542042.694
28.01.2020 03:00	1525875.372
28.01.2020 03:15	1545991.773
28.01.2020 03:30	1536859.23
28.01.2020 03:45	1523954.268
28.01.2020 04:00	1511537.697
28.01.2020 04:15	1514986.454
28.01.2020 04:30	1503543.874
28.01.2020 04:45	1503090.929
28.01.2020 05:00	1512680.902
28.01.2020 05:15	1551005.13
28.01.2020 05:30	1585773.284
28.01.2020 05:45	1621843.27
28.01.2020 06:00	1656017.463
28.01.2020 06:15	1743661.236
28.01.2020 06:30	1802392.801
28.01.2020 06:45	1854465.353
28.01.2020 07:00	1921454.394
28.01.2020 07:15	1959339.857
28.01.2020 07:30	2017029.118
28.01.2020 07:45	2070075.638
28.01.2020 08:00	2117370.595
28.01.2020 08:15	2141791.81
28.01.2020 08:30	2159776.761
28.01.2020 08:45	2154929.566
28.01.2020 09:00	2157734.097
28.01.2020 09:15	2146639.55
28.01.2020 09:30	2155159.29
28.01.2020 09:45	2184186.805
28.01.2020 10:00	2211506.719
28.01.2020 10:15	2239812.207
28.01.2020 10:30	2263430.949
28.01.2020 10:45	2262953.725
28.01.2020 11:00	2271061.898
28.01.2020 11:15	2261292.626
28.01.2020 11:30	2266891.726
28.01.2020 11:45	2287655.12
28.01.2020 12:00	2280382.931
28.01.2020 12:15	2227475.419
28.01.2020 12:30	2172646.752
28.01.2020 12:45	2166887.994
28.01.2020 13:00	2148248.411
28.01.2020 13:15	2162726.361
28.01.2020 13:30	2187742.9
28.01.2020 13:45	2175344.785
28.01.2020 14:00	2150645.866
28.01.2020 14:15	2146741.622
28.01.2020 14:30	2149709.847
28.01.2020 14:45	2137430.52
28.01.2020 15:00	2106854.005
28.01.2020 15:15	2114228.671
28.01.2020 15:30	2108583.16
28.01.2020 15:45	2111115.354
28.01.2020 16:00	2095337.194
28.01.2020 16:15	2123640.827
28.01.2020 16:30	2118140.153
28.01.2020 16:45	2109942.126
28.01.2020 17:00	2129690.76
28.01.2020 17:15	2125669.704
28.01.2020 17:30	2155621.36
28.01.2020 17:45	2170216.938
28.01.2020 18:00	2200014.836
28.01.2020 18:15	2196371.929
28.01.2020 18:30	2189218.877
28.01.2020 18:45	2173399.123
28.01.2020 19:00	2153469.042
28.01.2020 19:15	2114149.499
28.01.2020 19:30	2088938.803
28.01.2020 19:45	2048573.845
28.01.2020 20:00	2014948.978
28.01.2020 20:15	1998846.38
28.01.2020 20:30	1962037.394
28.01.2020 20:45	1927339.925
28.01.2020 21:00	1897395.007
28.01.2020 21:15	1870541.023
28.01.2020 21:30	1850809.767
28.01.2020 21:45	1816185.294
28.01.2020 22:00	1768902.336
28.01.2020 22:15	1802119.649
28.01.2020 22:30	1788561.448
28.01.2020 22:45	1770824.287
28.01.2020 23:00	1729730.874
28.01.2020 23:15	1755382.093
28.01.2020 23:30	1712482.838
28.01.2020 23:45	1696333.834
29.01.2020 00:00	1669783.736
29.01.2020 00:15	1690124.496
29.01.2020 00:30	1677408.553
29.01.2020 00:45	1644906.652
29.01.2020 01:00	1616469.129
29.01.2020 01:15	1644749.249
29.01.2020 01:30	1626935.498
29.01.2020 01:45	1617283.39
29.01.2020 02:00	1599400.966
29.01.2020 02:15	1628134.749
29.01.2020 02:30	1607952.722
29.01.2020 02:45	1599471.154
29.01.2020 03:00	1584380.145
29.01.2020 03:15	1615434.012
29.01.2020 03:30	1602013.574
29.01.2020 03:45	1582963.017
29.01.2020 04:00	1568923.684
29.01.2020 04:15	1576961.327
29.01.2020 04:30	1566100.879
29.01.2020 04:45	1563130.944
29.01.2020 05:00	1564038.41
29.01.2020 05:15	1607968.772
29.01.2020 05:30	1635717.166
29.01.2020 05:45	1676581.479
29.01.2020 06:00	1722950.587
29.01.2020 06:15	1787237.683
29.01.2020 06:30	1848707.306
29.01.2020 06:45	1906049.743
29.01.2020 07:00	1962270.954
29.01.2020 07:15	1997691.322
29.01.2020 07:30	2059732.426
29.01.2020 07:45	2117320.313
29.01.2020 08:00	2151041.402
29.01.2020 08:15	2176839.69
29.01.2020 08:30	2185756.716
29.01.2020 08:45	2197334.321
29.01.2020 09:00	2201740.194
29.01.2020 09:15	2189512.011
29.01.2020 09:30	2194032.411
29.01.2020 09:45	2215828.312
29.01.2020 10:00	2223742.011
29.01.2020 10:15	2227709.142
29.01.2020 10:30	2233797.244
29.01.2020 10:45	2228878.344
29.01.2020 11:00	2230988.143
29.01.2020 11:15	2211066.35
29.01.2020 11:30	2225119.989
29.01.2020 11:45	2254206.157
29.01.2020 12:00	2249754.53
29.01.2020 12:15	2208741.512
29.01.2020 12:30	2167001.564
29.01.2020 12:45	2144079.604
29.01.2020 13:00	2132596.793
29.01.2020 13:15	2157494.558
29.01.2020 13:30	2158699.364
29.01.2020 13:45	2151939.902
29.01.2020 14:00	2136971.23
29.01.2020 14:15	2128386.123
29.01.2020 14:30	2118964.249
29.01.2020 14:45	2102430.748
29.01.2020 15:00	2091195.476
29.01.2020 15:15	2087388.899
29.01.2020 15:30	2084009.25
29.01.2020 15:45	2076083.663
29.01.2020 16:00	2072935.196
29.01.2020 16:15	2084284.52
29.01.2020 16:30	2080728.053
29.01.2020 16:45	2078348.555
29.01.2020 17:00	2078393.233
29.01.2020 17:15	2073696.878
29.01.2020 17:30	2088864.674
29.01.2020 17:45	2126839.03
29.01.2020 18:00	2157885.157
29.01.2020 18:15	2159401.863
29.01.2020 18:30	2161322.402
29.01.2020 18:45	2145897.616
29.01.2020 19:00	2129984.893
29.01.2020 19:15	2109854.71
29.01.2020 19:30	2079911.825
29.01.2020 19:45	2046159.807
29.01.2020 20:00	2010726.084
29.01.2020 20:15	1981018.642
29.01.2020 20:30	1950417.453
29.01.2020 20:45	1917757.245
29.01.2020 21:00	1882511.671
29.01.2020 21:15	1860330.567
29.01.2020 21:30	1832790.327
29.01.2020 21:45	1799827.642
29.01.2020 22:00	1763411.179
29.01.2020 22:15	1794351.554
29.01.2020 22:30	1785576.052
29.01.2020 22:45	1775073.95
29.01.2020 23:00	1728570.506
29.01.2020 23:15	1731918.002
29.01.2020 23:30	1706591.593
29.01.2020 23:45	1683852.815
30.01.2020 00:00	1656261.076
30.01.2020 00:15	1669749.91
30.01.2020 00:30	1652108.986
30.01.2020 00:45	1636651.626
30.01.2020 01:00	1612926.57
30.01.2020 01:15	1646562.027
30.01.2020 01:30	1621618.134
30.01.2020 01:45	1624237.157
30.01.2020 02:00	1602285.579
30.01.2020 02:15	1627323.051
30.01.2020 02:30	1612075.245
30.01.2020 02:45	1607393.272
30.01.2020 03:00	1585078.094
30.01.2020 03:15	1615101.572
30.01.2020 03:30	1600747.366
30.01.2020 03:45	1579316.343
30.01.2020 04:00	1573672.516
30.01.2020 04:15	1587586.252
30.01.2020 04:30	1565291.202
30.01.2020 04:45	1571271.987
30.01.2020 05:00	1577647.562
30.01.2020 05:15	1633098.903
30.01.2020 05:30	1673652.926
30.01.2020 05:45	1709064.087
30.01.2020 06:00	1742652.421
30.01.2020 06:15	1800645.695
30.01.2020 06:30	1858835.976
30.01.2020 06:45	1916738.379
30.01.2020 07:00	1976638.052
30.01.2020 07:15	2005929.345
30.01.2020 07:30	2071783.432
30.01.2020 07:45	2130948.696
30.01.2020 08:00	2141701.718
30.01.2020 08:15	2173863.951
30.01.2020 08:30	2182349.344
30.01.2020 08:45	2178101.158
30.01.2020 09:00	2180689.69
30.01.2020 09:15	2155235.961
30.01.2020 09:30	2146211.445
30.01.2020 09:45	2153868.259
30.01.2020 10:00	2131592.375
30.01.2020 10:15	2139748.327
30.01.2020 10:30	2137202.536
30.01.2020 10:45	2119981.924
30.01.2020 11:00	2109687.62
30.01.2020 11:15	2091134.768
